GENDER,POSTAL CODE,EMPLOYMENT STATUS,HIGHEST EDUCATION LEVEL,CURRENT / LAST EMPLOYER NAME,CURRENT / LAST MONTHLY SALARY,SOURCE,ATTENDACE,EVENT TITLE,TYPE OF EVENT,DATE OF EVENT,Profile,Age,Age Range,Month,Location,District
Male,470137,Employed - Full Time,Diploma,Engineering,"SGD 3,000 to 4,999",Walk-in,No,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,37,30-39,Dec,"Bedok, Upper East Coast",South East
Female,310014,Employed - Part Time,Degree,F&B,"SGD 3,000 to 4,999",Walk-in,Yes,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,36,30-39,Dec,"Balestier, Toa Payoh",Central
Male,671443,Freelancer,Diploma,Engineering,"SGD 5,000 to 6,999",Walk-in,No,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,32,30-39,Dec,"Hillview, Choa Chu Kang",South West
Male,410671,Self-Employed,Degree,Engineering,"SGD 3,000 to 4,999",Walk-in,Yes,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,32,30-39,Dec,"Geylang, Eunos",South East
Female,760646,Employed - Full Time,Degree,Engineering,"SGD 3,000 to 4,999",Walk-in,No,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,30,30-39,Dec,"Yishun, Sembawang",North West
Male,320100,Unemployed 0 to less than 3 months,Diploma,Engineering,"Below SGD 3,000",Walk-in,Yes,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,29,20-29,Dec,"Balestier, Toa Payoh",Central
Male,310128,Unemployed 0 to less than 3 months,Degree,Design,"Below SGD 3,000",Walk-in,Yes,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,28,20-29,Dec,"Balestier, Toa Payoh",Central
Male,520353,Unemployed 0 to less than 3 months,Diploma,Logistics / Supply Chain,"Below SGD 3,000",Walk-in,Yes,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,25,20-29,Dec,"Tampines, Pasir Ris",North East
Female,470612,Unemployed 0 to less than 3 months,Degree,Engineering,"Below SGD 3,000",Walk-in,Yes,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,24,20-29,Dec,"Bedok, Upper East Coast",South East
Female,821105,Unemployed 0 to less than 3 months,Degree,Banking and Finance,"Below SGD 3,000",Walk-in,Yes,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,22,20-29,Dec,"Hougang, Punggol",North East
Male,530322,Employed - Full Time,Diploma,Engineering,"SGD 3,000 to 4,999",Walk-in,Yes,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,41,40-49,Dec,"Hougang, Punggol",North East
Male,640555,Employed - Full Time,Diploma,Engineering,"SGD 3,000 to 4,999",Walk-in,Yes,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,29,20-29,Dec,Jurong,South West
Male,521245,Retrenched,Master and Above,Engineering,"SGD 7,000 to 9,999",Walk-in,Yes,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,63,>60,Dec,"Tampines, Pasir Ris",North East
Male,210050,Employed - Full Time,Master and Above,Information Technology,"SGD 7,000 to 9,999",Walk-in,No,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,62,>60,Dec,Little India,Central
Male,460425,Employed - Part Time,Degree,Logistics / Supply Chain,"Below SGD 3,000",Walk-in,No,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,52,50-59,Dec,"Bedok, Upper East Coast",South East
Male,600250,Retrenched,Diploma,Manufacturing,"SGD 5,000 to 6,999",Walk-in,Yes,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,48,40-49,Dec,Jurong,South West
Female,738230,Unemployed 12 months and more,Master and Above,Information Technology,"Below SGD 3,000",Walk-in,Yes,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,44,40-49,Dec,"Kranji, Woodgrove",North West
Female,760840,Unemployed 12 months and more,Degree,Information Technology,"Below SGD 3,000",Walk-in,No,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,41,40-49,Dec,"Yishun, Sembawang",North West
Male,162012,Unemployed 12 months and more,Diploma,Engineering,"SGD 3,000 to 4,999",Walk-in,No,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,39,30-39,Dec,"Queenstown, Tiong Bahru",Central
Female,650388,Unemployed 12 months and more,Master and Above,Sciences / Laboratory / R&D,"SGD 3,000 to 4,999",Walk-in,No,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,39,30-39,Dec,"Hillview, Choa Chu Kang",South West
Female,598738,Employed - Full Time,Master and Above,Information Technology,"SGD 5,000 to 6,999",Walk-in,Yes,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,38,30-39,Dec,"Upper Bukit Timah, Ulu Pandam",South West
Male,534785,Employed - Full Time,Degree,Engineering,"SGD 3,000 to 4,999",Walk-in,Yes,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,31,30-39,Dec,"Hougang, Punggol",North East
Female,120333,Employed - Full Time,Degree,Engineering,"SGD 3,000 to 4,999",Walk-in,Yes,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,30,30-39,Dec,"Pasir Panjang, Clementi",South West
Female,320021,Unemployed 0 to less than 3 months,Degree,Engineering,"Below SGD 3,000",Walk-in,No,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,30,30-39,Dec,"Balestier, Toa Payoh",Central
Female,120708,Employed - Full Time,Degree,Public / Civil Service,"Below SGD 3,000",Walk-in,Yes,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,29,20-29,Dec,"Pasir Panjang, Clementi",South West
Male,601285,Employed - Full Time,Degree,Engineering,"SGD 3,000 to 4,999",Walk-in,No,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,28,20-29,Dec,Jurong,South West
Male,460533,Employed - Full Time,Diploma,Building and Construction,"SGD 3,000 to 4,999",Walk-in,Yes,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,28,20-29,Dec,"Bedok, Upper East Coast",South East
Female,760749,Unemployed 0 to less than 3 months,Degree,Healthcare / Pharmaceutical,"SGD 3,000 to 4,999",Walk-in,Yes,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,27,20-29,Dec,"Yishun, Sembawang",North West
Male,509733,Unemployed 3 to less than 6 months,Degree,Engineering,"Below SGD 3,000",Walk-in,No,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,26,20-29,Dec,"Loyang, Changi",South East
Male,510481,Unemployed 6 to less than 12 months,Degree,Engineering,"Below SGD 3,000",Walk-in,Yes,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,26,20-29,Dec,"Tampines, Pasir Ris",North East
Male,732571,Employed - Part Time,Degree,Information Technology,"Below SGD 3,000",Walk-in,No,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,26,20-29,Dec,"Kranji, Woodgrove",North West
Male,680766,Unemployed 12 months and more,Degree,Engineering,"Below SGD 3,000",Walk-in,Yes,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,24,20-29,Dec,"Hillview, Choa Chu Kang",South West
Male,730748,Unemployed 0 to less than 3 months,Master and Above,Information Technology,"SGD 3,000 to 4,999",Walk-in,No,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,40,40-49,Dec,"Kranji, Woodgrove",North West
Male,460420,Self-Employed,Degree,Information Technology,"SGD 3,000 to 4,999",Walk-in,Yes,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,67,>60,Dec,"Bedok, Upper East Coast",South East
Male,128049,Employed - Full Time,Master and Above,Education and Training,"SGD 7,000 to 9,999",Walk-in,Yes,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,59,50-59,Dec,"Pasir Panjang, Clementi",South West
Male,822663,Employed - Full Time,Degree,Engineering,"SGD 7,000 to 9,999",Walk-in,No,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,58,50-59,Dec,"Hougang, Punggol",North East
Male,600316,Employed - Full Time,Master and Above,Information Technology,"SGD 10,000 & above",Walk-in,Yes,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,53,50-59,Dec,Jurong,South West
Male,824677,Unemployed 12 months and more,Degree,Manufacturing,"SGD 10,000 & above",Walk-in,No,CCOTG @ AMK Hub,CCOTG,11-13/12/2025,PMET,53,50-59,Dec,"Hougang, Punggol",North East
Male,542209,Unemployed 0 to less than 3 months,Degree,Information Technology,"SGD 7,000 to 9,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,52,50-59,Mar,"Hougang, Punggol",North East
Male,518765,Unemployed 12 months and more,Master and Above,Engineering,"SGD 7,000 to 9,999",Walk-in,No,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,51,50-59,Mar,"Tampines, Pasir Ris",North East
Female,760879,Unemployed 12 months and more,Master and Above,Information Technology,"SGD 10,000 & above",Walk-in,No,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,51,50-59,Mar,"Yishun, Sembawang",North West
Female,329001,Unemployed 12 months and more,Degree,Banking and Finance,"SGD 7,000 to 9,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,48,40-49,Mar,"Balestier, Toa Payoh",Central
Male,543309,Unemployed 3 to less than 6 months,Master and Above,Information Technology,"SGD 10,000 & above",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,47,40-49,Mar,"Hougang, Punggol",North East
Male,120374,Unemployed 12 months and more,Degree,Information Technology,"SGD 7,000 to 9,999",Walk-in,No,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,46,40-49,Mar,"Pasir Panjang, Clementi",South West
Male,821174,Unemployed 0 to less than 3 months,Master and Above,Information Technology,"SGD 10,000 & above",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,46,40-49,Mar,"Hougang, Punggol",North East
Female,085501,Unemployed 0 to less than 3 months,Master and Above,Customer Service,"SGD 5,000 to 6,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,43,40-49,Mar,"Anson, Tanjong Pagar",Central
Male,520878,Retrenched,Diploma,Information Technology,"SGD 5,000 to 6,999",Walk-in,No,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,42,40-49,Mar,"Tampines, Pasir Ris",North East
Male,681815,Employed - Full Time,Degree,Engineering,"SGD 7,000 to 9,999",Walk-in,No,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,39,30-39,Mar,"Hillview, Choa Chu Kang",South West
Female,310206,Unemployed 12 months and more,Degree,Others,"Below SGD 3,000",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,38,30-39,Mar,"Balestier, Toa Payoh",Central
Male,821122,Employed - Full Time,Diploma,Information Technology,"Below SGD 3,000",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,37,30-39,Mar,"Hougang, Punggol",North East
Male,408533,Employed - Full Time,Degree,Public / Civil Service,"SGD 5,000 to 6,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,31,30-39,Mar,"Geylang, Eunos",South East
Female,530549,Employed - Full Time,Degree,Information Technology,"SGD 3,000 to 4,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,31,30-39,Mar,"Hougang, Punggol",North East
Female,730746,Freelancer,Degree,Environment / Health,"SGD 5,000 to 6,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,31,30-39,Mar,"Kranji, Woodgrove",North West
Male,328496,Retrenched,Master and Above,Others,"SGD 7,000 to 9,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,31,30-39,Mar,"Balestier, Toa Payoh",Central
Female,730737,Employed - Full Time,Degree,Manufacturing,"SGD 3,000 to 4,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,30,30-39,Mar,"Kranji, Woodgrove",North West
Male,150058,Unemployed 6 to less than 12 months,N Level,Information Technology,"Below SGD 3,000",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,RnF,41,40-49,Mar,"Queenstown, Tiong Bahru",Central
Male,520466,Unemployed 0 to less than 3 months,Degree,Information Technology,"Below SGD 3,000",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,29,20-29,Mar,"Tampines, Pasir Ris",North East
Female,768965,Unemployed 3 to less than 6 months,Master and Above,Banking and Finance,"SGD 7,000 to 9,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,28,20-29,Mar,"Yishun, Sembawang",North West
Male,570212,Employed - Full Time,Degree,Professional Services,"SGD 5,000 to 6,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,29,20-29,Mar,"Bishan, Ang Mo Kio",Central
Female,750326,Unemployed 0 to less than 3 months,Degree,Customer Service,"Below SGD 3,000",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,27,20-29,Mar,"Yishun, Sembawang",North West
Male,640198,Employed - Full Time,Diploma,Information Technology,"Below SGD 3,000",Walk-in,No,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,27,20-29,Mar,Jurong,South West
Female,821105,Employed - Full Time,Degree,Information Technology,"SGD 3,000 to 4,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,25,20-29,Mar,"Hougang, Punggol",North East
Female,330073,Employed - Full Time,Diploma,Admin / Secretarial,"SGD 3,000 to 4,999",Walk-in,No,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,24,20-29,Mar,"Balestier, Toa Payoh",Central
Female,570181,Unemployed 0 to less than 3 months,Degree,Others,"Below SGD 3,000",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,23,20-29,Mar,"Bishan, Ang Mo Kio",Central
Female,431003,Unemployed 0 to less than 3 months,Degree,Engineering,"Below SGD 3,000",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,24,20-29,Mar,"Katong, Joo Chiat",South East
Male,730893,Employed - Full Time,Diploma,Manufacturing,"SGD 5,000 to 6,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,56,50-59,Mar,"Kranji, Woodgrove",North West
Male,522613,Employed - Full Time,Diploma,Engineering,"SGD 3,000 to 4,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,31,30-39,Mar,"Tampines, Pasir Ris",North East
Male,575568,Freelancer,Master and Above,Professional Services,"Below SGD 3,000",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,72,>60,Mar,"Bishan, Ang Mo Kio",Central
Male,670522,Employed - Full Time,Diploma,Manufacturing,"SGD 3,000 to 4,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,31,30-39,Mar,"Hillview, Choa Chu Kang",South West
Female,090012,Employed - Full Time,Degree,Environment / Health,"SGD 3,000 to 4,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,28,20-29,Mar,Telok Blangah,South West
Male,761426,Unemployed 0 to less than 3 months,Diploma,Engineering,"SGD 3,000 to 4,999",Walk-in,No,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,38,30-39,Mar,"Yishun, Sembawang",North West
Male,521645,Unemployed 0 to less than 3 months,Diploma,Real Estate / Property Management,"SGD 3,000 to 4,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,63,>60,Mar,"Tampines, Pasir Ris",North East
Male,530623,Employed - Full Time,Degree,Real Estate / Property Management,"SGD 3,000 to 4,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,35,30-39,Mar,"Hougang, Punggol",North East
Male,534198,Freelancer,Diploma,Building and Construction,"SGD 5,000 to 6,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,63,>60,Mar,"Hougang, Punggol",North East
Male,529773,Unemployed 3 to less than 6 months,Master and Above,Engineering,"SGD 10,000 & above",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,59,50-59,Mar,"Tampines, Pasir Ris",North East
Male,560126,Unemployed 12 months and more,Diploma,Professional Services,"Below SGD 3,000",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,62,>60,Mar,"Bishan, Ang Mo Kio",Central
Male,534201,Retrenched,Degree,Engineering,"SGD 7,000 to 9,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,61,>60,Mar,"Hougang, Punggol",North East
Male,768862,Unemployed 6 to less than 12 months,Degree,Information Technology,"SGD 10,000 & above",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,57,50-59,Mar,"Yishun, Sembawang",North West
Male,162010,Unemployed 0 to less than 3 months,Master and Above,Information Technology,"SGD 7,000 to 9,999",Walk-in,No,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,56,50-59,Mar,"Queenstown, Tiong Bahru",Central
Male,768436,Unemployed 6 to less than 12 months,Degree,Information Technology,"SGD 10,000 & above",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,56,50-59,Mar,"Yishun, Sembawang",North West
Male,530709,Unemployed 3 to less than 6 months,Diploma,Sales / Retail,"SGD 10,000 & above",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,54,50-59,Mar,"Hougang, Punggol",North East
Male,168592,Unemployed 6 to less than 12 months,Master and Above,Information Technology,"SGD 7,000 to 9,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,54,50-59,Mar,"Queenstown, Tiong Bahru",Central
Male,461430,Freelancer,Degree,Information Technology,"SGD 7,000 to 9,999",Walk-in,No,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,51,50-59,Mar,"Bedok, Upper East Coast",South East
Male,520731,Retrenched,Degree,Manufacturing,"SGD 3,000 to 4,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,51,50-59,Mar,"Tampines, Pasir Ris",North East
Male,389756,Unemployed 0 to less than 3 months,Degree,Logistics / Supply Chain,"SGD 7,000 to 9,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,50,50-59,Mar,"Geylang, Eunos",South East
Male,822101,Unemployed 12 months and more,Degree,Information Technology,"SGD 10,000 & above",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,48,40-49,Mar,"Hougang, Punggol",North East
Male,140183,Unemployed 0 to less than 3 months,Master and Above,Real Estate / Property Management,"SGD 7,000 to 9,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,47,40-49,Mar,"Queenstown, Tiong Bahru",Central
Male,538805,Unemployed 0 to less than 3 months,Master and Above,Banking and Finance,"SGD 10,000 & above",Walk-in,No,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,46,40-49,Mar,"Hougang, Punggol",North East
Male,465538,Employed - Full Time,Master and Above,Healthcare / Pharmaceutical,"SGD 10,000 & above",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,44,40-49,Mar,"Bedok, Upper East Coast",South East
Female,437434,Self-Employed,Degree,Healthcare / Pharmaceutical,"Below SGD 3,000",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,43,40-49,Mar,"Katong, Joo Chiat",South East
Male,370060,Employed - Full Time,Master and Above,Engineering,"SGD 7,000 to 9,999",Walk-in,No,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,42,40-49,Mar,MacPherson,South East
Male,823102,Unemployed 0 to less than 3 months,Master and Above,Education and Training,"SGD 5,000 to 6,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,40,40-49,Mar,"Hougang, Punggol",North East
Male,751117,Employed - Full Time,Degree,Engineering,"SGD 5,000 to 6,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,35,30-39,Mar,"Yishun, Sembawang",North West
Female,650266,Employed - Part Time,Degree,Information Technology,"SGD 10,000 & above",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,45,40-49,Mar,"Hillview, Choa Chu Kang",South West
Male,100065,Employed - Full Time,Degree,Engineering,"SGD 3,000 to 4,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,29,20-29,Mar,Telok Blangah,South West
Male,768059,Unemployed 0 to less than 3 months,Diploma,Manufacturing,"SGD 5,000 to 6,999",Walk-in,No,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,51,50-59,Mar,"Yishun, Sembawang",North West
Male,510569,Unemployed 0 to less than 3 months,Diploma,Engineering,"SGD 5,000 to 6,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,47,40-49,Mar,"Tampines, Pasir Ris",North East
Male,670425,Employed - Full Time,ITE (Nitec / Higher Nitec),Healthcare / Pharmaceutical,"SGD 5,000 to 6,999",Walk-in,No,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,RnF,38,30-39,Mar,"Hillview, Choa Chu Kang",South West
Female,680411,Retrenched,Degree,Engineering,"SGD 3,000 to 4,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,33,30-39,Mar,"Hillview, Choa Chu Kang",South West
Female,460015,Unemployed 6 to less than 12 months,Diploma,Sciences / Laboratory / R&D,"Below SGD 3,000",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,29,20-29,Mar,"Bedok, Upper East Coast",South East
Female,470767,Employed - Full Time,Diploma,Consulting,"SGD 3,000 to 4,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,42,40-49,Mar,"Bedok, Upper East Coast",South East
Male,510554,Employed - Full Time,Diploma,F&B,"Below SGD 3,000",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,58,50-59,Mar,"Tampines, Pasir Ris",North East
Female,590011,Unemployed 0 to less than 3 months,O Level,Admin / Secretarial,"Below SGD 3,000",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,RnF,61,>60,Mar,"Upper Bukit Timah, Ulu Pandam",South West
Male,479242,Self-Employed,Degree,General Management,"SGD 10,000 & above",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,51,50-59,Mar,"Bedok, Upper East Coast",South East
Female,321102,Unemployed 3 to less than 6 months,Master and Above,Healthcare / Pharmaceutical,"SGD 7,000 to 9,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,57,50-59,Mar,"Balestier, Toa Payoh",Central
Male,543291,Employed - Full Time,Degree,Advertising / Media,"SGD 3,000 to 4,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,51,50-59,Mar,"Hougang, Punggol",North East
Female,821641,Unemployed 3 to less than 6 months,Diploma,Healthcare / Pharmaceutical,"Below SGD 3,000",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,25,20-29,Mar,"Hougang, Punggol",North East
Male,510429,Unemployed 0 to less than 3 months,Diploma,Security and Investigation,"Below SGD 3,000",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,26,20-29,Mar,"Tampines, Pasir Ris",North East
Female,612166,Unemployed 12 months and more,Degree,Healthcare / Pharmaceutical,"Below SGD 3,000",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,39,30-39,Mar,Jurong,South West
Female,682297,Employed - Full Time,ITE (Nitec / Higher Nitec),Others,"SGD 3,000 to 4,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,RnF,53,50-59,Mar,"Hillview, Choa Chu Kang",South West
Female,823266,Employed - Part Time,O Level,Security and Investigation,"Below SGD 3,000",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,RnF,59,50-59,Mar,"Hougang, Punggol",North East
Male,764513,Employed - Full Time,Degree,Healthcare / Pharmaceutical,"SGD 5,000 to 6,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,33,30-39,Mar,"Yishun, Sembawang",North West
Male,530642,Unemployed 0 to less than 3 months,N Level,Healthcare / Pharmaceutical,"Below SGD 3,000",Walk-in,No,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,RnF,55,50-59,Mar,"Hougang, Punggol",North East
Female,536563,Unemployed 0 to less than 3 months,Master and Above,Healthcare / Pharmaceutical,"SGD 10,000 & above",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,49,40-49,Mar,"Hougang, Punggol",North East
Female,651463,Employed - Full Time,ITE (Nitec / Higher Nitec),Healthcare / Pharmaceutical,"Below SGD 3,000",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,RnF,32,30-39,Mar,"Hillview, Choa Chu Kang",South West
Female,560636,Unemployed 0 to less than 3 months,Master and Above,Sales / Retail,"SGD 5,000 to 6,999",Walk-in,No,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,37,30-39,Mar,"Bishan, Ang Mo Kio",Central
Male,730630,Employed - Full Time,Degree,Engineering,"SGD 3,000 to 4,999",Walk-in,No,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,38,30-39,Mar,"Kranji, Woodgrove",North West
Female,570265,Employed - Full Time,O Level,Admin / Secretarial,"SGD 3,000 to 4,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,RnF,52,50-59,Mar,"Bishan, Ang Mo Kio",Central
Male,640913,Employed - Full Time,Degree,Public / Civil Service,"SGD 5,000 to 6,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,50,50-59,Mar,Jurong,South West
Female,768895,Unemployed 3 to less than 6 months,Degree,Customer Service,"SGD 3,000 to 4,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,51,50-59,Mar,"Yishun, Sembawang",North West
Female,543332,Unemployed 6 to less than 12 months,Diploma,Social Services,"SGD 3,000 to 4,999",Walk-in,Yes,Walk-in Interview with Grand Hyatt Singapore,WII,18/3/2025,PMET,39,30-39,Mar,"Hougang, Punggol",North East
